,cbsacode,factor,k,baseline_moran_value,baseline_moran_p,final_moran_value,final_moran_p,selected_m_eigs,FsAMI,beta,p_value,CI_lower,CI_upper,AIC,BIC,AICc,CV_RMSE_final,LASSO_R2_unused,LASSO_n_eigs_unused
35,11680.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,0.1749134884226197,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
36,11700.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,0.069129017588521,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
37,11740.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,-0.0345599502278251,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
38,11820.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,0.1090959729670686,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
39,11860.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,0.0010499383795554,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
40,11900.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,0.1817320152455401,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
41,11940.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,0.020205570674376,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
42,11980.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,-0.0558166112482911,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
43,12020.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,0.0380277893996368,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
44,12060.0,ED,11,0.653093305020131,0.001,0.0265007168780859,0.063,44,-0.085407051121777,1.0229138944275822,0.0,1.0181905634656645,1.0276372253895,-1842.055484479697,-1622.4411857072469,-1836.8332622574749,0.084524719970694,0.0,0
