CBSA Code,Num_Parks,Park_Area_Acres,Num_County,Num_Urban_Area,County_FIPS,Weighted_RESP,Weighted_UHI
10100,20,550.7733005,1,1,46013,0.169974106,-0.457756099
10140,105,104080.1414,1,5,53027,0.308462226,1.027633029
10180,40,3252.752494,3,3,"48441, 48253, 48059",0.201491843,1.137626932
10220,3,87.79480673,1,1,40123,0.297794022,0.248900364
10300,28,741.3775988,1,2,26091,0.2,0.060842236
10380,40,148.9175051,6,2,"72117, 72005, 72003, 72011, 72071, 72131",0.19487766,0.523326433
10420,336,41598.15136,2,4,"39153, 39133",0.216675108,0.151977359
10460,27,1095434.797,1,2,35035,0.1,-0.045473985
10480,20,507.9970471,1,1,8003,0.1,0.552206263
10500,86,2951.173366,4,4,"13095, 13177, 13273, 13321",0.401364295,0.324854808
10540,66,1088.410985,1,6,41043,0.343513547,0.641588213
10580,255,19106.72324,5,7,"36001, 36083, 36091, 36093, 36095",0.186304925,-0.114302351
10620,13,346.8903104,1,2,37167,0.35,0.073079621
10660,41,2624.692396,1,1,27047,0.2,0.696881325
10700,14,397.3124052,1,2,1095,0.349118752,0.474396257
10740,634,36984.81568,3,4,"35001, 35043, 35061",0.14547557,0.115032923
10760,3,223.7633645,1,2,1123,0.44620627,0.038193333
10780,28,608777.0202,2,2,"22079, 22043",0.399303239,0.11810119
10820,25,12408.78873,1,1,27041,0.2,0.055207519
10860,21,1164.598915,2,3,"48249, 48047",0.2,0.029751278
10900,839,104714.6338,4,12,"34041, 42077, 42095, 42025",0.239066719,0.330431883
10940,10,105.7205667,1,1,26057,0.198542783,0.174211989
10980,21,132.069895,1,1,26007,0.1,2.506945568
11020,152,62252.17069,1,8,42013,0.200190219,0.259517852
11060,14,110.9414496,1,1,40065,0.2,0.62193452
11100,58,44806.57662,2,3,"48381, 48375",0.2,-0.334106659
11140,15,64.30391251,1,1,13261,0.4,0.685499829
11180,103,2337.10549,2,6,"19169, 19015",0.2,-0.10754317
11200,197,12202.3718,1,3,25015,0.209675693,0.051766797
11220,32,695.5527649,1,3,36057,0.2,0.16460361
11260,365,926977.9378,2,2,"02020, 02170",0.22558668,2.767050551
11360,14,1442.896549,1,5,37085,0.320441276,0.108708866
11380,7,102.5460369,1,1,48003,0.2,0.660778821
11420,7,1261.76034,1,1,18151,0.2,-0.149139109
11460,287,20594.83428,1,4,26161,0.200316362,0.097670226
11500,20,4531.238917,1,2,1015,0.432114279,0.309684856
11540,134,11113.84334,2,8,"55087, 55015",0.20181263,0.28213463
11580,6,156.9382615,1,1,12027,0.3,-0.009117844
11620,10,18471.77299,1,1,40019,0.3,-0.206166479
11640,37,82.24194908,4,3,"72013, 72027, 72065, 72115",0.196585107,0.278913704
11660,5,82.80671038,1,1,5019,0.46859048,0.312228058
11680,30,3491.011126,1,2,20035,0.3,1.119071262
11700,114,3743.622962,3,3,"37021, 37089, 37115",0.258663185,0.19413465
11740,15,434.91343,1,1,39005,0.2,0.198300084
11820,38,7327.858196,1,2,41007,0.227105693,0.923342667
11860,11,326.5377336,1,1,20005,0.308338536,0.198180741
11900,22,4061.417975,1,3,39009,0.26636606,0.407713185
11940,11,262.7056893,1,3,47107,0.434016489,0.120461595
11980,18,399.8431213,1,5,48213,0.3,0.957875019
12020,35,2668.543057,2,1,"13059, 13219",0.4,-0.122754268
12060,1739,139783.192,26,19,"13067, 13121, 13117, 13089, 13057, 13063, 13013, 13015, 13077, 13097, 13113, 13135, 13151, 13247, 13217, 13223, 13255, 13297, 13045, 13035, 13227, 13211, 13199, 13159, 13187, 13143",0.407442606,0.398654671
12100,189,17415.70591,2,5,"34001, 34009",0.241268681,0.05433273
12140,32,309.4241533,1,2,18033,0.204530992,0.258229666
12180,32,234.6589322,1,2,36011,0.2,0.140564569
12220,25,753.5736954,2,3,"01081, 01087",0.5,0.276533685
12260,130,3976.123756,6,5,"45003, 13245, 13073, 45037, 13189, 13033",0.400426965,0.177445825
12300,28,621.6060933,1,2,23011,0.2,0.152023037
12380,21,786.2503656,1,1,27099,0.2,0.194153923
12420,1477,110240.4282,5,15,"48453, 48491, 48209, 48055, 48021",0.20639744,0.10355041
12460,10,441.1485811,1,2,13087,0.4,0.307366163
12520,7,17.36213015,1,1,41001,0.2,-0.108758138
12540,202,114773.3067,1,14,6029,0.234642548,-0.036689068
12580,834,80226.52268,7,12,"24003, 24005, 24027, 24510, 24035, 24013, 24025",0.295856965,0.275234215
12620,67,2043.739742,1,2,23019,0.15,0.088342936
12660,67,12440.88,1,4,55111,0.2,0.650900023
12700,116,25556.6975,1,3,25001,0.136555145,-0.009299177
12740,30,16325.06766,1,3,50023,0.166666667,-0.120388236
12780,16,313.0707392,1,1,40147,0.3,-0.229720917
12860,30,450.3894857,1,4,36037,0.193127044,0.049580814
12900,4,92.28802813,1,1,5063,0.4,-0.028401411
12940,241,7001.38863,7,5,"22121, 22033, 22063, 22005, 22047, 22077, 22007",0.391811024,0.14174228
12980,47,1613.281912,1,3,26025,0.2,0.195158593
13020,19,2657.048097,1,2,26017,0.222320323,0.269605395
13060,40,2603.782842,1,2,48321,0.25,-0.438348079
13100,12,229.4914781,1,1,31067,0.3,-0.086999464
13140,133,117578.1134,3,3,"48245, 48361, 48199",0.381391799,0.220485114
13180,56,31797.56777,1,7,55027,0.2,0.87612071
13220,24,781.5346041,2,2,"54019, 54081",0.286684248,0.539901454
13260,12,203746.8531,1,2,18093,0.276590134,0.198831869
13300,9,302.7070963,1,1,48025,0.2,0.018842812
13340,18,1493.587448,1,2,39091,0.2,0.248973857
13380,228,639955.7282,1,8,53073,0.285714286,0.34678124
13420,24,1977.004702,1,1,27007,0.210836067,2.036721259
13460,141,2341839.357,3,5,"41031, 41013, 41017",0.213280722,-0.662824261
13540,6,410033.1742,1,1,50003,0.172289634,-0.068394413
13660,13,881.3634236,1,2,26107,0.20066798,0.236512952
13700,15,1635.992831,1,1,48227,0.206154176,-0.195546938
13740,68,1664.692233,1,2,30111,0.19761568,-0.262813771
13780,100,3406.612283,2,3,"36107, 36007",0.20017865,0.08986321
13820,270,16320.91819,7,10,"01073, 01117, 01115, 01127, 01009, 01007, 01021",0.463629043,0.274337294
13860,3,71.43828448,1,1,6027,0.097648199,-2.959089646
13900,84,1736.474756,2,2,"38015, 38059",0.198427523,-0.934615458
13940,12,136.3887958,1,3,16011,0.180133835,0.316289663
13980,71,971.7867808,4,5,"51121, 51071, 51155, 51750",0.241046248,0.111030789
14010,57,733.9397323,1,4,17113,0.200512326,0.340979293
14020,55,2425.434089,1,1,18105,0.25733362,0.239041795
14100,110,31386.43865,1,5,42037,0.200879322,0.628723021
14140,19,368.7547143,2,3,"51185, 54055",0.209854903,0.292341359
14180,11,201.3854773,1,3,5093,0.3,-0.095213693
14220,14,1211.749117,1,2,22117,0.409363751,-0.106711203
14260,360,620433.4304,4,9,"16001, 16027, 16073, 16045",0.208713041,0.215286206
14300,10,18110.44989,1,1,48147,0.3,0.205315888
14380,17,406.5569066,1,1,37189,0.2,0.102060282
14420,28,244.0631281,1,2,48233,0.2,0.017342294
14460,6046,219190.7325,7,11,"25023, 25009, 25017, 25025, 25021, 33015, 33017",0.202725966,0.045760344
14500,555,35406.93791,1,4,8013,0.210738827,0.72247602
14540,35,932.3452735,2,2,"21003, 21227",0.315045257,0.161805764
14580,104,1013.221671,1,3,30031,0.159265459,-0.538626824
14620,95,73721.42244,1,5,42083,0.199263301,0.463972625
14660,25,5902.2324,1,2,27035,0.239877517,1.70960367
14700,17,875.7197337,1,2,29213,0.3,0.39911325
14710,13,92.700737,1,2,50025,0.2,0.061023259
14720,30,6720.160771,2,3,"08065, 08117",0.076666667,0.294604545
14740,197,12847.40497,1,5,53035,0.377223922,0.356331229
14780,11,531.643714,1,2,48477,0.25,-0.057923251
14820,5,70.30936807,1,1,37175,0.290176822,0.117603704
14940,28,639.4574608,1,2,49003,0.204865459,-0.92121027
15020,6,142.8562429,1,1,28085,0.406421836,0.098763214
15060,15,865.2657345,1,2,41015,0.222830485,1.16666588
15100,27,502.6940807,1,1,46011,0.196813177,-0.345174816
15180,102,4381.10742,1,4,48061,0.202470512,0.784083842
15220,26,1021.969858,1,1,48049,0.2,-0.304211393
15260,55,33050.48949,2,3,"13191, 13127",0.306266191,0.789445012
15340,12,251.3697419,1,2,39033,0.2,0.224192223
15380,698,17265.39238,2,8,"36029, 36063",0.177757261,0.031629632
15420,15,104.6975969,2,2,"16031, 16067",0.2,0.349368421
15460,22,610.2280705,2,1,"19057, 17071",0.2,0.516349764
15500,32,1114.610698,1,1,37001,0.355900633,0.29181425
15540,158,6455.318154,2,4,"50007, 50011",0.201765352,-0.026009344
15580,49,4520.449729,1,1,30093,0.105741156,4.777275229
15620,8,758.8008563,1,1,26165,0.198066488,1.224147414
15660,5,301.7110206,1,1,13129,0.4,0.449797022
15700,7,132.6300752,1,1,24019,0.286889553,0.052545071
15740,6,73.54181701,1,1,39059,0.3,1.450470579
15780,5,112.5259899,1,1,5103,0.484945315,0.095717388
15820,2,92.67599717,1,1,21217,0.3,0.180932318
15860,14,80.40030451,1,2,8043,0.1,-0.317293413
15900,9,3438.033595,1,2,17057,0.2,0.506557081
15940,158,5520.914625,2,6,"39151, 39019",0.207753366,0.276734244
15980,192,23500.6788,1,2,12071,0.28712726,0.191287871
16020,44,1280.906007,2,2,"17003, 29031",0.3,2.459371009
16060,11,207.587866,1,2,17077,0.3,0.501363935
16100,44,12301.47483,1,2,35015,0.2,-0.323378519
16140,11,98.93655578,1,1,19027,0.2,0.056884579
16180,23,380.7759897,1,1,32510,0.196762744,4.657839666
16220,89,1842.242624,1,1,56025,0.112277332,-1.314013523
