adult_smoking,adult_obesity,sti,excessive_drinking,population,under_18_pct,diabetes_prevalence,no_time_activity,edu_college,unemployment,children_single_parent,mental_health_providers,median_household_income,driving_alone_to_work,life_expectancy,65older,fipscode,diabetes_pop,obesity_pop,smoking_pop,drinking_pop,physical_inactivity,life_total
0.195,0.381,205.5,0.185120813,2877,0.2592978797,0.13,0.339,359,46.0,191.0,1,47885.0,931.0,72.035320897,559,48087,374.01,1096.137,561.015,532.592579001,975.3030000000001,207245.618220669
0.179,0.37,274.5,0.2105482394,21610,0.2349375289,0.122,0.317,2184,538.0,1024.0,5,52726.0,7490.0,77.055952164,4901,48089,2636.42,7995.7,3868.19,4549.947453434,6850.37,1665179.1262640401
0.142,0.331,261.2,0.1963531796,164812,0.2223442468,0.099,0.256,23816,4639.0,5123.0,243,79290.0,54002.0,79.140294004,30883,48091,16316.388,54552.772000000004,23403.303999999996,32361.360236235203,42191.872,13043270.135387247
0.172,0.357,286.0,0.202803978,13750,0.2230545455,0.112,0.3,1440,309.0,672.0,6,47282.0,4854.0,75.958267031,3307,48093,1540.0,4908.75,2365.0,2788.5546974999997,4125.0,1044426.1716762501
0.193,0.374,,0.1908640953,2827,0.1804032543,0.134,0.347,216,59.0,167.0,1,47412.0,642.0,82.581227628,763,48095,378.81800000000004,1057.298,545.611,539.5727974131,980.9689999999999,233457.13050435597
0.182,0.356,242.4,0.206321328,41393,0.2347256783,0.106,0.286,5278,1369.0,2195.0,25,66323.0,14864.0,76.973192854,7967,48097,4387.657999999999,14735.908,7533.526,8540.258729904,11838.398,3186151.3718056222
0.192,0.391,1059.9,0.1907213612,76737,0.2230605836,0.122,0.309,15731,1573.0,3908.0,46,58398.0,23138.0,76.637732637,8321,48099,9361.914,30004.167,14733.504,14635.385094404399,23711.733,5880949.689365469
0.224,0.404,286.1,0.1733723476,1363,0.2179016875,0.149,0.37,223,28.0,160.0,0,44430.0,512.0,,351,48101,203.087,550.652,305.312,236.3065097788,504.31,
0.154,0.379,375.2,0.1908647,4765,0.2862539349,0.136,0.34,499,221.0,169.0,0,67547.0,1761.0,76.716790889,593,48103,648.0400000000001,1805.935,733.81,909.4702955,1620.1000000000001,365555.508586085
0.155,0.384,519.6,0.1877776796,3513,0.2527754056,0.139,0.341,303,138.0,206.0,0,54458.0,1454.0,72.220558327,670,48105,488.307,1348.992,544.515,659.6629884348,1197.933,253710.82140275103
0.189,0.412,348.6,0.1693518922,5567,0.2559726962,0.157,0.386,616,124.0,528.0,0,42804.0,1950.0,73.644711695,1057,48107,874.019,2293.604,1052.163,942.7819838774,2148.862,409980.110006065
0.204,0.437,184.2,0.1555330277,2149,0.2280130293,0.186,0.441,258,75.0,315.0,0,47479.0,832.0,76.857427927,459,48109,399.714,939.1129999999999,438.39599999999996,334.24047652729996,947.7090000000001,165166.612615123
0.177,0.371,384.2,0.1925653081,7273,0.3265502544,0.131,0.334,1001,105.0,179.0,3,55253.0,2711.0,75.321754702,874,48111,952.763,2698.283,1287.321,1400.5274858113,2429.1820000000002,547815.121947646
0.152,0.331,756.8,0.1883763396,2635888,0.255627705,0.137,0.32,478977,103841.0,211418.0,4503,65770.0,986750.0,78.329497663,300111,48113,361116.656,872478.9280000001,400654.97599999997,496538.9330355648,843484.16,206467782.93592975
0.203,0.425,550.0,0.1688028822,12974,0.254509018,0.166,0.4,1388,398.0,1271.0,1,47233.0,3381.0,73.151309274,1902,48115,2153.684,5513.95,2633.722,2190.0485936628,5189.6,949065.086520876
0.17,0.398,431.4,0.1765314431,18277,0.3096788313,0.152,0.373,1980,310.0,1221.0,1,51412.0,6704.0,76.225897681,2432,48117,2778.104,7274.246,3107.09,3226.4651855386996,6817.321,1393180.7319156372
0.198,0.363,262.6,0.2075413689,5349,0.2306973266,0.109,0.286,747,133.0,194.0,3,50456.0,1909.0,73.893796553,1153,48119,583.041,1941.687,1059.102,1110.1387822461,1529.8139999999999,395257.917761997
0.131,0.322,243.1,0.2085197118,919324,0.2386666725,0.098,0.241,203087,32666.0,36980.0,1220,90880.0,353439.0,81.685109981,101526,48121,90093.75200000001,296022.328,120431.444,191697.1755308232,221557.084,75095082.04817285
0.191,0.378,456.3,0.1893381781,20174,0.2247447209,0.136,0.347,2070,558.0,658.0,4,53899.0,6119.0,75.356046086,4089,48123,2743.664,7625.772,3853.234,3819.7084049894,7000.378,1520232.873738964
0.194,0.389,226.1,0.1900420528,2140,0.1705607477,0.135,0.341,198,42.0,105.0,1,42034.0,554.0,74.96553093,517,48125,288.90000000000003,832.46,415.16,406.689992992,729.74,160426.2361902
0.197,0.442,444.5,0.1483455476,9925,0.2814105793,0.195,0.446,1269,413.0,1437.0,4,42788.0,3037.0,76.631846536,1741,48127,1935.375,4386.85,1955.2250000000001,1472.32955993,4426.55,760571.0768698
0.198,0.363,335.6,0.2030814093,3308,0.1992140266,0.112,0.299,364,63.0,215.0,0,57526.0,1187.0,72.462582444,817,48129,370.496,1200.8039999999999,654.984,671.7933019643999,989.092,239706.222724752
0.174,0.426,519.9,0.1640197044,11058,0.2603544945,0.176,0.403,1258,589.0,1023.0,1,40601.0,3218.0,75.326712532,2002,48131,1946.2079999999999,4710.708,1924.0919999999999,1813.7298912551998,4456.374000000001,832962.787178856
0.208,0.373,223.3,0.1973469451,18388,0.210517729,0.121,0.324,2360,497.0,615.0,7,50317.0,5688.0,74.767759882,4146,48133,2224.948,6858.724,3824.7039999999997,3628.8156264988,5957.712,1374829.5687102159
0.161,0.38,526.4,0.1889779809,167701,0.3053112385,0.137,0.345,25164,9116.0,13187.0,77,62669.0,60517.0,73.803332346,16214,48135,22975.037,63726.38,26999.861,31691.7963749109,57856.844999999994,12376892.637756547
0.179,0.4,0.0,0.1769248832,1923,0.2225689028,0.152,0.369,203,44.0,147.0,1,45330.0,657.0,76.207189196,564,48137,292.296,769.2,344.217,340.2265503936,709.587,146546.424823908
0.164,0.361,297.0,0.1986328446,191760,0.2635951189,0.108,0.28,29402,5641.0,8759.0,147,79849.0,71014.0,78.153964443,25537,48139,20710.079999999998,69225.36,31448.640000000003,38089.834280496,53692.8,14986804.22158968
0.136,0.343,418.1,0.1612818433,841286,0.2653093003,0.153,0.298,154825,30094.0,68601.0,909,48522.0,289967.0,78.100671882,107874,48141,128716.758,288561.098,114414.89600000001,135684.1568224838,250703.228,65705001.844920255
0.177,0.374,637.0,0.1988893364,43224,0.2087034981,0.112,0.292,6262,1150.0,1653.0,46,61453.0,16514.0,79.267508655,6386,48143,4841.088,16165.776,7650.647999999999,8596.7926765536,12621.408,3426258.79410372
0.221,0.412,335.3,0.1734816063,17275,0.2110564399,0.146,0.373,2002,390.0,902.0,3,44590.0,4417.0,76.98250258,3250,48145,2522.1499999999996,7117.299999999999,3817.775,2996.8947488325,6443.575,1329872.7320695
0.202,0.355,236.5,0.2087044369,35913,0.2118452928,0.11,0.292,4098,788.0,1226.0,36,59746.0,11118.0,75.704008938,6720,48147,3950.43,12749.115,7254.426,7495.2024423897,10486.596,2718758.072990394
0.179,0.374,213.1,0.1946959413,25547,0.2017849454,0.111,0.304,2467,555.0,740.0,7,63713.0,9211.0,79.162421138,6836,48149,2835.717,9554.578,4572.913,4973.8972123911,7766.288,2022362.372812486
0.18,0.375,182.8,0.1980715831,3784,0.2140591966,0.123,0.313,575,72.0,188.0,0,52828.0,1486.0,77.507989086,936,48151,465.432,1419.0,681.12,749.5028704504,1184.392,293290.230701424
0.168,0.39,210.1,0.1780722706,5672,0.2581100141,0.143,0.355,707,155.0,370.0,0,44256.0,1983.0,74.160311384,1135,48153,811.0959999999999,2212.08,952.8960000000001,1010.0259188432,2013.56,420637.286170048
0.195,0.374,,0.1958770182,1135,0.1876651982,0.12,0.313,83,24.0,38.0,0,40955.0,405.0,,316,48155,136.2,424.49,221.32500000000002,222.320415657,355.255,
0.117,0.302,261.1,0.1603445954,839706,0.2705839901,0.113,0.256,165976,30538.0,36833.0,695,97210.0,292699.0,82.344804089,101065,48157,94886.778,253591.212,98245.602,134642.3188249524,214964.736,69145426.06235783
0.165,0.334,83.9,0.2127505235,10821,0.2296460586,0.098,0.258,1611,257.0,244.0,4,58927.0,3622.0,76.090574973,2391,48159,1060.458,3614.2140000000004,1785.4650000000001,2302.1734147935,2791.818,823376.111782833
0.208,0.382,187.7,0.1932134248,19874,0.2259233169,0.128,0.326,2815,528.0,986.0,3,54502.0,6042.0,74.924816368,4127,48161,2543.872,7591.868,4133.7919999999995,3839.9236044752,6478.924,1489055.800497632
0.185,0.416,526.9,0.1724181439,20379,0.2269493106,0.17,0.402,1959,541.0,1661.0,5,47007.0,5651.0,76.211736743,2523,48163,3464.4300000000003,8477.663999999999,3770.115,3513.7093545381,8192.358,1553118.9830855972
0.197,0.38,228.0,0.1852245115,21996,0.3640661939,0.138,0.359,1491,543.0,1253.0,2,63528.0,5766.0,76.994095774,1942,48165,3035.4480000000003,8358.48,4333.212,4074.198354954,7896.563999999999,1693562.130644904
0.171,0.344,420.3,0.2243581841,345089,0.2390513752,0.12,0.301,60393,14390.0,20524.0,437,78465.0,128030.0,77.556984628,52548,48167,41410.68,118710.616,59010.219000000005,77423.5413928849,103871.78899999999,26764062.26829189
0.196,0.398,208.7,0.1933754454,6222,0.1620057859,0.149,0.375,335,137.0,62.0,0,50934.0,1478.0,77.528514167,741,48169,927.078,2476.356,1219.512,1203.1820212788,2333.25,482382.415147074
0.154,0.331,88.9,0.2108820478,26960,0.1956231454,0.102,0.269,2372,635.0,1362.0,26,64365.0,8708.0,80.508571057,8146,48171,2749.9199999999996,8923.76,4151.84,5685.380008688,7252.240000000001,2170511.07569672
0.179,0.37,,0.1881272302,1439,0.2487838777,0.133,0.332,164,29.0,77.0,0,85001.0,452.0,,227,48173,191.387,532.43,257.581,270.7150842578,477.74800000000005,
0.168,0.369,130.6,0.1917632128,7626,0.2019407291,0.123,0.311,986,244.0,191.0,2,54970.0,2448.0,80.596379762,1844,48175,937.9979999999999,2813.994,1281.1680000000001,1462.3862608128,2371.686,614627.992065012
0.184,0.396,460.7,0.1819523204,20948,0.266898988,0.143,0.365,1573,515.0,1475.0,8,55363.0,7198.0,76.892358773,3690,48177,2995.564,8295.408000000001,3854.432,3811.5372077392003,7646.0199999999995,1610741.131576804
0.202,0.376,361.0,0.1874922937,21658,0.2485917444,0.132,0.343,2706,633.0,1005.0,5,54141.0,7340.0,73.990029264,3600,48179,2858.856,8143.408,4374.916,4060.7080969546,7428.694,1602476.053799712
0.19,0.355,302.5,0.2068530181,138318,0.2364262063,0.108,0.283,18816,3761.0,7634.0,196,59554.0,48999.0,75.780369495,25453,48181,14938.344,49102.89,26280.420000000002,28611.4957575558,39143.994,10481789.14780941
0.195,0.392,463.1,0.181781496,124229,0.255536147,0.128,0.319,18164,4682.0,9310.0,227,51394.0,46498.0,74.648866728,19837,48183,15901.312,48697.768000000004,24224.655000000002,22582.533466584,39629.051,9273554.064752713
0.211,0.381,308.2,0.1960837201,29614,0.2189504964,0.136,0.335,3166,891.0,1860.0,4,57795.0,8490.0,76.607927127,5503,48185,4027.5040000000004,11282.934,6248.554,5806.8232870414,9920.69,2268667.153938978
0.146,0.367,285.9,0.1956147546,170608,0.2448771453,0.115,0.281,25333,4933.0,9064.0,63,78909.0,63602.0,79.481140235,24945,48187,19619.920000000002,62613.136,24908.768,33373.442052796796,47940.848000000005,13560118.37321288
0.171,0.39,464.0,0.1807988624,32754,0.2661964951,0.143,0.349,3961,799.0,2865.0,43,46589.0,11593.0,74.617840893,4553,48189,4683.821999999999,12774.060000000001,5600.934,5921.8859390496,11431.145999999999,2444032.7606093218
0.207,0.418,371.1,0.168513526,2939,0.2095951004,0.153,0.381,322,62.0,214.0,0,36654.0,967.0,77.573623826,745,48191,449.667,1228.502,608.3729999999999,495.261252914,1119.759,227988.880424614
0.205,0.36,165.5,0.2010574246,8557,0.2133925441,0.113,0.309,830,170.0,383.0,7,52840.0,2373.0,75.258055685,2195,48193,966.941,3080.52,1754.185,1720.4483823022001,2644.113,643983.182496545
0.198,0.399,,0.174433552,5279,0.2926690661,0.148,0.373,676,87.0,273.0,2,61059.0,1936.0,78.934840682,825,48195,781.2919999999999,2106.321,1045.242,920.834721008,1969.067,416697.023960278
0.204,0.381,305.1,0.1919428745,4011,0.2136624283,0.124,0.331,485,75.0,198.0,4,63479.0,1486.0,75.289011638,921,48197,497.364,1528.191,818.2439999999999,769.8828696195,1327.641,301984.225680018
0.206,0.356,191.0,0.205456816,58305,0.2440614013,0.103,0.303,8422,2251.0,3405.0,26,69151.0,20519.0,75.470092141,10230,48199,6005.415,20756.579999999998,12010.83,11979.15965688,17666.415,4400283.722281004
0.154,0.346,502.7,0.1956174774,4738253,0.2627571808,0.132,0.277,886923,204310.0,347248.0,6479,61906.0,1724489.0,79.173367869,532122,48201,625449.3960000001,1639435.538,729690.9619999999,926885.0991429822,1312496.081,375143447.8253929
0.207,0.365,231.4,0.1839768121,66386,0.2472810532,0.123,0.311,9261,2290.0,5614.0,29,55198.0,23980.0,75.668762866,11946,48203,8165.478,24230.89,13741.902,12213.4846480706,20646.046,5023346.491622276
0.167,0.346,125.5,0.2244669256,5443,0.2109130994,0.108,0.286,783,54.0,187.0,1,74686.0,1787.0,80.427638317,846,48205,587.8439999999999,1883.2779999999998,908.9810000000001,1221.7734760408,1556.6979999999999,437767.63535943103
0.231,0.403,123.7,0.1803466429,5754,0.1725755996,0.146,0.381,596,114.0,317.0,4,44847.0,1698.0,77.437004156,1317,48207,840.084,2318.862,1329.174,1037.7145832466,2192.274,445572.521913624
0.131,0.334,443.1,0.2254029354,241365,0.2277215006,0.113,0.259,42096,7665.0,8654.0,262,77511.0,86997.0,80.753245582,28354,48209,27274.245,80615.91,31618.815000000002,54404.379502821,62513.535,19491007.119899433
0.162,0.352,209.5,0.2093273046,3777,0.3005030447,0.108,0.294,435,82.0,141.0,1,65718.0,1204.0,80.886547539,603,48211,407.916,1329.504,611.874,790.6292294742001,1110.4379999999999,305508.490054803
0.218,0.359,264.7,0.1865379527,83792,0.2120250143,0.119,0.327,8905,2377.0,3771.0,50,52660.0,25501.0,74.581043398,19059,48213,9971.248,30081.327999999998,18266.656,15630.388132638402,27399.984,6249294.788405216
0.156,0.481,361.5,0.1526669261,875200,0.317941042,0.181,0.366,114075,41893.0,87221.0,617,46653.0,256505.0,79.542332271,101088,48215,158411.19999999998,420971.2,136531.2,133614.09372272,320323.2,69615449.2035792
0.191,0.366,180.1,0.1998371628,37006,0.2298005729,0.117,0.309,4196,1023.0,1878.0,17,56565.0,12500.0,75.247864745,7787,48217,4329.702,13544.196,7068.146,7395.1740465768,11434.854,2784622.48275347
0.179,0.389,551.7,0.1826529748,22921,0.2593255094,0.138,0.348,2998,845.0,1146.0,17,55469.0,7685.0,74.52788662,3487,48219,3163.0980000000004,8916.269,4102.8589999999995,4186.5888353908,7976.508,1708253.68921702
0.173,0.354,241.7,0.2161195673,63527,0.2059439294,0.098,0.26,7159,1833.0,1804.0,65,85449.0,21836.0,77.452828966,16415,48221,6225.646000000001,22488.557999999997,10990.170999999998,13729.4277518671,16517.02,4920345.865723082
0.197,0.373,372.1,0.1957040548,37170,0.2427226258,0.116,0.319,4883,895.0,1890.0,29,53634.0,13776.0,75.671432517,7026,48223,4311.72,13864.41,7322.490000000001,7274.319716916,11857.23,2812707.14665689
0.238,0.405,274.3,0.1803336056,22835,0.194832494,0.142,0.364,2628,529.0,1552.0,5,45989.0,6980.0,76.011374555,5259,48225,3242.5699999999997,9248.175000000001,5434.73,4117.917883876,8311.94,1735719.737963425
0.187,0.394,488.2,0.1941839101,36540,0.2148330597,0.139,0.352,4707,1093.0,2508.0,58,58445.0,11318.0,74.032215893,4773,48227,5079.06,14396.76,6832.98,7095.480075054,12862.08,2705137.16873022
0.208,0.435,81.9,0.1568813629,4906,0.1983285773,0.188,0.443,449,149.0,350.0,0,40666.0,1075.0,82.015824558,766,48229,922.328,2134.11,1020.448,769.6599663873999,2173.358,402369.635281548
0.199,0.363,341.8,0.2001472906,99807,0.2366367088,0.117,0.304,12418,2847.0,5407.0,83,53760.0,34844.0,76.005650638,16389,48231,11677.419,36229.941,19861.593,19976.1006329142,30341.327999999998,7585895.973226867
0.194,0.367,343.9,0.2016726013,20677,0.2485853847,0.118,0.313,3146,613.0,1216.0,2,62536.0,7399.0,73.605836235,3677,48233,2439.886,7588.459,4011.338,4169.9843770801,6471.901,1521947.875831095
0.172,0.356,390.6,0.2112689623,1564,0.2180306905,0.113,0.291,243,45.0,84.0,0,73776.0,562.0,,342,48235,176.732,556.784,269.008,330.4246570372,455.12399999999997,
0.222,0.384,190.3,0.2067767237,9056,0.2164310954,0.119,0.334,1041,238.0,530.0,2,56028.0,2669.0,75.605022695,1579,48237,1077.664,3477.504,2010.432,1872.5700098272,3024.704,684679.08552592
0.176,0.379,304.9,0.2001981222,14854,0.2538036892,0.121,0.313,1791,422.0,813.0,3,56101.0,4880.0,76.220267543,2838,48239,1797.334,5629.666,2614.3039999999996,2973.7429071588,4649.302,1132175.854083722
0.232,0.374,188.6,0.1763249526,35375,0.2323957597,0.126,0.326,3138,1443.0,2724.0,17,51153.0,10555.0,74.146509763,7339,48241,4457.25,13230.25,8207.0,6237.495198225,11532.25,2622932.782866125
0.157,0.359,0.0,0.1936247894,2220,0.0630630631,0.12,0.301,167,50.0,0.0,4,55718.0,538.0,84.421582367,830,48243,266.4,796.98,348.54,429.847032468,668.22,187415.91285474
0.19,0.407,526.3,0.1814380351,250127,0.2424048583,0.137,0.338,36674,12570.0,21066.0,286,48808.0,90492.0,75.401393813,37705,48245,34267.399000000005,101801.689,47524.13,45382.5514054577,84542.926,18859924.43026425
0.18,0.435,365.4,0.1604890683,5184,0.3013117284,0.183,0.424,359,180.0,695.0,0,41620.0,1601.0,74.222369441,892,48247,948.672,2255.04,933.12,831.9753300672,2198.016,384768.763182144
0.17,0.41,454.5,0.172225917,40452,0.2713586473,0.162,0.383,4774,2094.0,4444.0,36,48773.0,13218.0,74.088218568,6539,48249,6553.224,16585.32,6876.84,6966.882794484,15493.116,2997016.617512736
0.186,0.371,266.8,0.2138503489,179575,0.2579256578,0.113,0.299,23111,5390.0,9551.0,142,67382.0,69485.0,76.565761103,26260,48251,20291.975000000002,66622.325,33400.95,38402.176403717494,53692.924999999996,13749296.550071225
0.203,0.387,174.3,0.200593009,19875,0.176,0.132,0.336,2646,401.0,765.0,1,47019.0,4133.0,77.241893398,3190,48253,2623.5,7691.625,4034.6250000000005,3986.7860538749997,6678.0,1535182.63128525
0.175,0.395,301.3,0.1880088478,15562,0.2192520242,0.145,0.353,1938,440.0,877.0,2,56006.0,4116.0,75.24889766,2278,48255,2256.49,6146.990000000001,2723.35,2925.7936894636,5493.3859999999995,1171023.34538492
0.176,0.362,377.5,0.2001873591,143198,0.280981578,0.113,0.293,20890,4377.0,8412.0,140,76352.0,50723.0,75.885928891,16863,48257,16181.374,51837.676,25202.847999999998,28666.4294484018,41957.013999999996,10866713.245333418
0.135,0.313,164.4,0.2166249178,48523,0.2281186242,0.094,0.239,7419,1116.0,1206.0,89,103216.0,14904.0,81.473763711,9526,48259,4561.162,15187.699,6550.6050000000005,10511.2908864094,11596.997,3953351.4365488533
0.252,0.442,,0.1499611568,379,0.1767810026,0.199,0.495,1,10.0,0.0,0,45980.0,149.0,,86,48261,75.421,167.518,95.508,56.835278427199995,187.605,
0.17,0.347,,0.2173665659,786,0.2391857506,0.105,0.275,116,18.0,17.0,0,53472.0,185.0,,196,48263,82.53,272.74199999999996,133.62,170.8501207974,216.15,
0.164,0.364,173.0,0.1922149556,52869,0.187160718,0.113,0.289,5943,1271.0,2314.0,168,57425.0,16857.0,77.297210626,14978,48265,5974.197,19244.316,8670.516,10162.2124876164,15279.141,4086626.228585994
0.191,0.383,161.4,0.1848594324,4396,0.1808462238,0.129,0.33,462,92.0,107.0,1,47894.0,1544.0,76.368254446,1341,48267,567.0840000000001,1683.6680000000001,839.636,812.6420648303999,1450.68,335714.846544616
0.204,0.368,0.0,0.1966340018,283,0.2685512367,0.12,0.32,25,4.0,15.0,0,78210.0,73.0,,53,48269,33.96,104.14399999999999,57.732,55.6474225094,90.56,
0.185,0.417,163.6,0.1725168411,3670,0.1926430518,0.165,0.391,381,79.0,246.0,0,62557.0,1034.0,79.209949268,937,48271,605.5500000000001,1530.3899999999999,678.95,633.136806837,1434.97,290700.51381356
0.156,0.409,867.0,0.1687348443,30338,0.2422704199,0.159,0.358,4939,1125.0,2675.0,16,51574.0,10581.0,74.27505181,4163,48273,4823.742,12408.241999999998,4732.728,5119.077706373399,10861.003999999999,2253356.5218117796
0.191,0.387,,0.1824941634,3683,0.2628292153,0.136,0.347,482,82.0,192.0,0,46053.0,1339.0,73.705786795,753,48275,500.88800000000003,1425.3210000000001,703.453,672.1260038022,1278.001,271458.412765985
0.221,0.368,603.7,0.192043434,49905,0.2372908526,0.117,0.308,6770,1518.0,3794.0,54,44688.0,17659.0,73.76775026,9710,48277,5838.885,18365.04,11029.005,9583.92757377,15370.74,3681379.5767253
0.19,0.409,411.1,0.1710493716,12710,0.2729346971,0.155,0.38,1485,274.0,908.0,5,48123.0,4249.0,73.743995211,2228,48279,1970.05,5198.389999999999,2414.9,2174.037513036,4829.8,937286.17913181
0.179,0.351,210.0,0.2070407712,21789,0.2163018037,0.109,0.289,2863,485.0,1085.0,13,69051.0,6855.0,77.563552847,4527,48281,2375.001,7647.938999999999,3900.2309999999998,4511.2113636768,6297.021,1690032.252983283
0.167,0.406,239.4,0.1836261823,7500,0.1936,0.161,0.387,359,251.0,442.0,4,45647.0,2407.0,77.017010055,1054,48283,1207.5,3045.0,1252.5,1377.1963672499999,2902.5,577627.5754125
0.19,0.373,183.6,0.2114055862,20216,0.2340225564,0.111,0.304,2178,441.0,749.0,3,57999.0,7167.0,78.611095035,4868,48285,2243.976,7540.568,3841.04,4273.7753306192,6145.664,1589201.8972275602
0.188,0.374,174.0,0.1971771068,17397,0.213944933,0.12,0.313,1638,452.0,1013.0,8,61444.0,6169.0,76.628460612,3448,48287,2087.64,6506.478,3270.636,3430.2901269996,5445.261,1333105.329266964
0.218,0.376,224.1,0.1897805761,17493,0.2246041274,0.124,0.334,1716,477.0,1264.0,3,52878.0,5356.0,77.140123164,4416,48289,2169.132,6577.368,3813.474,3319.8316177172997,5842.662,1349412.174507852
0.216,0.368,374.1,0.1871980596,91547,0.2787311436,0.128,0.365,9653,3571.0,4593.0,21,61230.0,25227.0,74.220234623,11819,48291,11718.016,33689.296,19774.152,17137.4207622012,33414.655,6794639.819031781
0.214,0.401,388.3,0.1838716015,23340,0.219151671,0.136,0.348,2727,596.0,1493.0,10,53143.0,7158.0,74.567355511,4795,48293,3174.2400000000002,9359.34,4994.76,4291.563179010001,8122.32,1740402.07762674
0.173,0.362,123.7,0.202773995,3111,0.2484731598,0.118,0.307,386,64.0,232.0,0,67775.0,1343.0,79.394017078,590,48295,367.09799999999996,1126.182,538.203,630.829898445,955.077,246994.787129658
0.198,0.408,245.8,0.1890806932,12324,0.2005842259,0.137,0.363,1106,386.0,555.0,1,54031.0,3257.0,79.413708672,2657,48297,1688.3880000000001,5028.192,2440.152,2330.2304629968003,4473.612,978694.545673728
0.185,0.341,55.1,0.2134365738,21958,0.1475544221,0.105,0.283,1671,486.0,673.0,12,60706.0,5917.0,78.146866952,8332,48299,2305.5899999999997,7487.678000000001,4062.23,4686.6402875004,6214.114,1715948.904532016
0.198,0.361,0.0,0.2209266953,181,0.2928176796,0.107,0.282,21,5.0,0.0,0,97491.0,60.0,,22,48301,19.367,65.341,35.838,39.9877318493,51.041999999999994,
0.158,0.363,720.3,0.181047247,314772,0.2355419161,0.128,0.327,54962,8996.0,21106.0,544,56477.0,118573.0,75.131351218,40975,48303,40290.816,114262.23599999999,49733.976,56988.604032684,102930.444,23649245.685592297
0.192,0.399,386.5,0.1760138804,6025,0.2707053942,0.151,0.371,939,149.0,404.0,0,51003.0,2099.0,73.979577091,1016,48305,909.775,2403.975,1156.8,1060.4836294099998,2235.275,445726.951973275
0.19,0.383,388.3,0.1898805099,7823,0.2129617794,0.13,0.334,830,244.0,540.0,3,47617.0,2859.0,75.463934128,1893,48307,1016.99,2996.209,1486.3700000000001,1485.4352289477,2612.882,590354.356683344
0.185,0.387,580.6,0.1881078216,259730,0.2432680091,0.126,0.325,38037,7410.0,19341.0,457,55148.0,93860.0,77.078549241,39176,48309,32725.98,100515.51000000001,48050.05,48857.244504168004,84412.25,20019611.59436493
0.136,0.358,0.0,0.205542868,721,0.2066574202,0.116,0.28,103,20.0,85.0,0,45927.0,198.0,,189,48311,83.63600000000001,258.118,98.05600000000001,148.196407828,201.88000000000002,
0.198,0.38,343.0,0.2036284877,14427,0.2141817426,0.125,0.323,1911,321.0,480.0,3,58674.0,3661.0,74.652354313,2330,48313,1803.375,5482.26,2856.5460000000003,2937.7481920479,4659.921,1077009.5156736511
0.229,0.388,253.7,0.1906725418,9960,0.1799196787,0.125,0.327,895,351.0,466.0,1,42024.0,2796.0,74.497205249,2676,48315,1245.0,3864.48,2280.84,1899.0985163280002,3256.92,741992.1642800401
0.167,0.367,190.6,0.1944375937,5816,0.3165405777,0.126,0.325,589,155.0,218.0,0,73367.0,2234.0,72.356525868,674,48317,732.816,2134.4719999999998,971.272,1130.8490449592,1890.2,420825.55444828805
0.163,0.359,93.6,0.2070721101,4344,0.2009668508,0.111,0.285,628,96.0,109.0,2,63120.0,1394.0,82.113808862,1318,48319,482.184,1559.4959999999999,708.072,899.5212462744,1238.04,356702.385696528
0.179,0.408,223.8,0.1872952537,36725,0.2592784207,0.143,0.355,4756,1737.0,3049.0,15,52241.0,13011.0,75.379597566,6440,48321,5251.674999999999,14983.8,6573.775,6878.4181921325,13037.375,2768315.72061135
0.182,0.415,424.0,0.1527433451,58378,0.3059885573,0.186,0.423,7663,3673.0,5680.0,17,41324.0,17737.0,75.772699727,7075,48323,10858.307999999999,24226.87,10624.796,8916.851000247801,24693.894,4423458.664662806
0.157,0.382,211.3,0.1992032313,52358,0.2281408763,0.128,0.32,6829,1351.0,2538.0,21,62600.0,16760.0,78.215301154,9128,48325,6701.8240000000005,20000.756,8220.206,10429.8827844054,16754.56,4095196.737821132
0.176,0.376,280.6,0.1864888895,2124,0.1845574388,0.13,0.339,190,45.0,24.0,0,41477.0,670.0,76.519361947,694,48327,276.12,798.624,373.82399999999996,396.102401298,720.0360000000001,162527.12477542798
0.141,0.325,536.1,0.1928770952,177863,0.2891832478,0.115,0.286,31813,7924.0,10767.0,165,92117.0,70017.0,77.909990475,18258,48329,20454.245000000003,57805.475,25078.682999999997,34305.6987835576,50868.818,13857304.635854926
0.198,0.37,157.1,0.1960118706,24708,0.2328395661,0.127,0.34,2426,696.0,2217.0,8,49961.0,8223.0,77.161343999,5333,48331,3137.916,9141.96,4892.184,4843.0612987848,8400.720000000001,1906502.487527292
0.194,0.357,225.7,0.2021654125,4840,0.2041322314,0.115,0.311,314,78.0,155.0,6,49089.0,1497.0,76.500234894,1384,48333,556.6,1727.8799999999999,938.96,978.4805965,1505.24,370261.13688696
0.189,0.379,257.5,0.199543484,8202,0.220555962,0.134,0.347,759,189.0,489.0,0,46156.0,2203.0,75.872282162,1249,48335,1099.068,3108.558,1550.178,1636.6556557679999,2846.0939999999996,622304.458292724
0.209,0.368,131.2,0.2063205459,19962,0.2251778379,0.112,0.308,2390,602.0,1217.0,5,56012.0,6520.0,73.537842462,4566,48337,2235.744,7346.016,4172.058,4118.5707372558,6148.296,1467962.411226444
