Year,cbsacode,v051_rawvalue,v052_rawvalue,v009_rawvalue,v011_rawvalue,v049_rawvalue,v060_rawvalue,v070_numerator,v069_numerator,v023_numerator,v082_numerator,v062_numerator,v063_rawvalue,v067_numerator,v045_rawvalue,Data_value,Sample_Size,gdp,Park_Area_Acres,Weighted_RESP,noise70n,noise80n,noise90n
2011,42580.0,192747.0,40091.376,33736.89290400001,44117.475336,26409.422952,17097.429888000002,0.0,20222.0,7322.999999999999,13827.0,34.0,47727.0,65543.0,348.9,14.910000000000002,189.0,8888999.0,17878.81485,0.20471174,400.8024098752077,13.57644087760632,2.0018476829041942
2012,42660.0,3407848.0,776579.462,391968.255568,672386.37598,459414.163313,192523.844138,0.0,731167.0,175897.0,205945.0,1786.0000000000002,185984.0,1179379.0,1062.8,22.023997093023254,1376.0,268052192.0,2146386.193,0.332795041,33882.172635586205,4767.8639416461465,131.11515077980914
2011,42660.0,3407848.0,776579.462,408570.69221600005,654705.49796,454366.4341490001,194340.287256,0.0,734710.0,163563.0,203069.0,1786.0000000000002,194930.0,1170315.0,1051.7,19.343059051306874,1033.0,250181331.0,2146386.193,0.332795041,33882.172635586205,4767.8639416461465,131.11515077980914
2011,43580.0,20651.0,6525.716,3234.690036,4760.220708,2584.926972,1214.7744239999995,0.0,2444.0,562.0,1681.0000000000002,1.0,43813.0,7727.0,173.49999999999997,17.92,136.0,7105171.0,2414.367421,0.2,1029.2512097548743,60.01351933836434,5.348891961764176
2012,43580.0,20651.0,6525.716,3036.93606,4943.849399999999,2655.553392,1299.526128,0.0,2058.0,881.9999999999999,1845.0,1.0,43351.0,7915.0,252.8,23.23,121.0,7003792.0,2414.367421,0.2,1029.2512097548743,60.01351933836434,5.348891961764176
2012,43620.0,224266.0,56191.441999999995,28738.081887999997,48459.035092000006,32142.873766000004,11182.39654,0.0,41918.0,6052.0,14043.0,100.0,124054.0,96604.0,543.3000000000001,15.359674418604651,215.0,18082166.0,3789.371501,0.197259029,1742.2192597583676,174.311839753475,6.1595827484470576
2011,43620.0,183048.0,44114.568,27369.886104000005,39179.227824,25980.551784,9725.34024,0.0,33650.0,4839.0,12716.0,69.0,55138.00000000001,81766.0,433.1,19.27,149.0,16077490.0,3789.371501,0.197259029,1742.2192597583676,174.311839753475,6.1595827484470576
2012,43900.0,286822.0,69984.568,46186.373016,64834.392168,26020.49184,22984.767792,0.0,39255.0,15488.0,22393.0,13.0,41888.0,101294.0,514.0,24.79,154.0,11916742.0,7888.170104,0.376679637,1677.5738034347114,222.9189918481012,21.31508691377174
2011,43900.0,286822.0,69984.568,48137.909904,65051.2296,25803.654407999995,22984.767792,0.0,40069.0,16973.0,22771.0,13.0,45000.0,100802.0,568.1,14.11,103.0,11762469.0,7888.170104,0.376679637,1677.5738034347114,222.9189918481012,21.31508691377174
2012,44060.0,468684.0,108734.688,70910.014464,100785.80736000002,61551.332352,29875.792896000003,0.0,82682.0,22807.0,31882.999999999996,183.0,46881.0,162018.0,358.1,22.01,211.0,20628016.0,116702.0952,0.304483591,2463.4773024464284,298.41554659196447,29.52659979911632
2011,44060.0,468684.0,108734.688,74509.507584,97546.263552,61551.332352,28435.995648,0.0,85347.0,21093.0,30999.0,183.0,48269.0,160820.0,373.0,19.68,259.0,19913229.0,116702.0952,0.304483591,2463.4773024464284,298.41554659196447,29.52659979911632
2011,44140.0,471081.0,111175.116,73060.89445200001,98614.212216,67302.400308,35270.776632,0.0,64621.0,21947.0,46495.0,164.0,48482.0,170534.0,523.4,19.13,411.0,19111716.0,18073.28292,0.21451354,4959.500775227836,673.21517532674,21.692408038547665
2012,44140.0,471081.0,111175.116,69461.835612,102573.17694,67302.400308,37070.306052,0.0,62808.0,23264.0,47582.0,164.0,46356.0,166853.0,517.5,25.58,494.0,19851428.0,18073.28292,0.21451354,4959.500775227836,673.21517532674,21.692408038547665
2012,45780.0,463493.0,109847.841,80277.45109300001,111751.870244,68253.515687,38547.322331,0.0,69419.0,24867.0,45795.0,217.0,39200.0,165430.0,609.1,18.73,125.0,29806561.0,7075.15429,0.201065168,5464.017438980761,748.7981549755327,109.41496289523796
2011,45780.0,463493.0,109847.841,86289.418796,109629.99929,67546.225369,37840.032013,0.0,74542.0,26859.0,46488.0,217.0,41291.0,173392.0,534.9,18.09,120.0,29379042.0,7075.15429,0.201065168,5464.017438980761,748.7981549755327,109.41496289523796
2011,45820.0,176255.0,43182.475,25682.997325,40720.19265,17698.645825,12641.889875000004,0.0,28177.0,6042.000000000001,16236.0,33.0,48332.0,70265.0,421.3,19.94,283.0,9728178.0,2688.897811,0.266274621,1540.3611694225865,109.30309571905515,9.307087753565796
2012,45820.0,176255.0,43182.475,25682.997325,43647.7882,19295.516125,13174.179975,0.0,27912.000000000004,6559.999999999999,16778.0,33.0,45359.0,70686.0,491.1,21.6,162.0,10066885.0,2688.897811,0.266274621,1540.3611694225865,109.30309571905515,9.307087753565796
2011,45940.0,366222.0,83864.838,41788.859976,67765.71888,44894.788758,24565.073094,0.0,65956.0,15841.0,26126.999999999996,306.0,72883.0,123848.0,334.9,11.21,84.0,25917911.0,16593.95832,0.294721352,3417.117987692443,201.41101210421317,46.747600923849674
2012,45940.0,366222.0,83864.838,40377.074166,70589.2905,44612.431596,25694.501742,0.0,63593.0,15934.0,26719.999999999996,306.0,70228.0,121205.0,376.6,16.23,97.0,28132455.0,16593.95832,0.294721352,3417.117987692443,201.41101210421317,46.747600923849674
2012,46060.0,1020200.0,238726.8,130506.0244,200057.13920000003,125035.712,60954.9096,0.0,153469.0,44400.0,79661.0,469.0,44293.0,317862.0,378.6,20.89,211.0,36926140.0,147226.3229,0.195599728,4369.622064734982,646.3248641218044,15.849149615690418
2011,46060.0,1020200.0,238726.8,135194.86359999998,183646.202,126598.6584,60954.9096,0.0,163220.0,40536.0,82043.0,469.0,46653.0,325832.0,367.8,17.68,167.0,35362331.0,147226.3229,0.195599728,4369.622064734982,646.3248641218044,15.849149615690418
2012,46140.0,601961.0,156509.86000000002,105571.92018,129180.8306,68154.02442,42763.309440000005,0.0,101357.0,22317.0,51736.99999999999,80.0,44231.0,230476.0,561.3,20.56,268.0,45923750.0,15836.64048,0.301937759,7864.949017098272,620.7036817777807,47.29240214936061
2011,46140.0,601961.0,156509.86000000002,104681.0179,121608.16121999998,68154.02442,42763.309440000005,0.0,102830.0,19329.0,49340.0,80.0,46857.0,229181.0,541.9,21.61,435.0,42008713.0,15836.64048,0.301937759,7864.949017098272,620.7036817777807,47.29240214936061
2012,46520.0,907574.0,201481.428,108032.163516,153222.088124,129921.033248,60723.96119200001,0.0,176878.0,24478.0,56080.0,227.00000000000003,67519.0,301808.0,523.7,10.71,503.0,54516629.0,62940.81383,0.110807453,0.0,0.0,0.0
2011,46520.0,907574.0,201481.428,112268.718948,146867.254976,125684.477816,59311.77604800001,0.0,177921.0,25498.0,53247.0,227.00000000000003,70010.0,290622.0,526.9,9.53,389.0,52631030.0,62940.81383,0.110807453,0.0,0.0,0.0
2012,47900.0,3813628.0,913420.597,390532.080332,715593.4151229999,445836.693219,246728.23141699997,0.0,822421.0,137662.0,274590.0,3092.0,484832.0,1284889.0,2665.7000000000003,13.894080459770112,1218.0,321345051.0,179522.5137,0.29818393,44516.477369066815,6755.388980293877,273.0713150434997
2011,47900.0,2633797.0,617082.61,288192.47727000003,492557.93022,276778.27529,176708.72169,0.0,535717.0,100355.0,214526.0,2418.0,302581.0,802435.0,2196.0,14.419797235023042,1085.0,316353831.0,179522.5137,0.29818393,44516.477369066815,6755.388980293877,273.0713150434997
2011,48620.0,490864.0,133024.144,74430.69004799999,104131.398096,47592.700848,33279.106607999995,0.0,82815.0,21187.0,41132.0,56.0,49518.0,193403.0,496.19999999999993,17.89,612.0,28202474.0,10427.74664,0.313955823,5302.334212028514,361.13127286698654,60.846898254142886
2012,48620.0,490864.0,133024.144,72999.330624,105562.75752,50813.259552,33636.946464,0.0,81464.0,21981.0,43564.0,56.0,45996.0,196327.0,558.5,16.37,300.0,28623784.0,10427.74664,0.313955823,5302.334212028514,361.13127286698654,60.846898254142886
2011,49340.0,803701.0,189673.436,123419.540364,149208.69805200002,122191.485236,50350.260248000006,0.0,139705.0,37408.0,51124.99999999999,447.0,66389.0,318623.0,206.2,17.34,468.0,36014006.0,52331.85294,0.206128427,6650.566989683311,1171.7164800987373,28.39998045257172
2012,49340.0,803701.0,189673.436,120963.430108,156577.02882,123419.540364,52806.370504,0.0,138687.0,38039.0,51058.0,447.0,61079.0,313894.0,242.5,19.09,549.0,37033118.0,52331.85294,0.206128427,6650.566989683311,1171.7164800987373,28.39998045257172
2011,49660.0,236735.0,51371.495,39853.153575,52087.14490500001,29287.433790000003,19833.895035,0.0,31633.0,14448.0,20784.0,63.0,40508.0,89013.0,376.9,16.12,110.0,15781356.0,5621.076757,0.203078543,1981.7878314852949,130.85813201205175,15.124541131137336
2012,49660.0,236735.0,51371.495,40038.51708,54311.50696499999,28545.97977,20389.98555,0.0,31837.0,12996.0,20415.0,63.0,38205.0,88315.0,306.8,19.7,111.0,15819530.0,5621.076757,0.203078543,1981.7878314852949,130.85813201205175,15.124541131137336
