cbsacode,Year,factor,baseline_moran_value,baseline_moran_p,final_moran_value,final_moran_p,selected_k,SSAMI,ln_pop_beta,ln_pop_p,ln_pop_CI_lower,ln_pop_CI_upper,ln_area_beta,ln_area_p,ln_area_CI_lower,ln_area_CI_upper
41860,2011,excessive_drinking,0.35496587778550176,0.001,0.09663723014488924,0.067,15,0.007612027814083433,1.017120927977719,4.869093573836758e-75,0.9809992658192814,1.0532425901361564,-0.008741339601355327,0.803091180404626,-0.07813609420802489,0.06065341500531424
41940,2011,excessive_drinking,0.35496587778550176,0.001,0.09663723014488924,0.067,15,-0.3035824005652543,1.017120927977719,4.869093573836758e-75,0.9809992658192814,1.0532425901361564,-0.008741339601355327,0.803091180404626,-0.07813609420802489,0.06065341500531424
42140,2011,excessive_drinking,0.35496587778550176,0.001,0.09663723014488924,0.067,15,-0.05633951064031706,1.017120927977719,4.869093573836758e-75,0.9809992658192814,1.0532425901361564,-0.008741339601355327,0.803091180404626,-0.07813609420802489,0.06065341500531424
42420,2011,excessive_drinking,0.35496587778550176,0.001,0.09663723014488924,0.067,15,-0.4126997544032456,1.017120927977719,4.869093573836758e-75,0.9809992658192814,1.0532425901361564,-0.008741339601355327,0.803091180404626,-0.07813609420802489,0.06065341500531424
42660,2011,excessive_drinking,0.35496587778550176,0.001,0.09663723014488924,0.067,15,-0.01415421991616661,1.017120927977719,4.869093573836758e-75,0.9809992658192814,1.0532425901361564,-0.008741339601355327,0.803091180404626,-0.07813609420802489,0.06065341500531424
43580,2011,excessive_drinking,0.35496587778550176,0.001,0.09663723014488924,0.067,15,0.033122862043866164,1.017120927977719,4.869093573836758e-75,0.9809992658192814,1.0532425901361564,-0.008741339601355327,0.803091180404626,-0.07813609420802489,0.06065341500531424
43620,2011,excessive_drinking,0.35496587778550176,0.001,0.09663723014488924,0.067,15,0.05174697571314013,1.017120927977719,4.869093573836758e-75,0.9809992658192814,1.0532425901361564,-0.008741339601355327,0.803091180404626,-0.07813609420802489,0.06065341500531424
43900,2011,excessive_drinking,0.35496587778550176,0.001,0.09663723014488924,0.067,15,-0.33273173925719135,1.017120927977719,4.869093573836758e-75,0.9809992658192814,1.0532425901361564,-0.008741339601355327,0.803091180404626,-0.07813609420802489,0.06065341500531424
44060,2011,excessive_drinking,0.35496587778550176,0.001,0.09663723014488924,0.067,15,0.10336208087319854,1.017120927977719,4.869093573836758e-75,0.9809992658192814,1.0532425901361564,-0.008741339601355327,0.803091180404626,-0.07813609420802489,0.06065341500531424
44140,2011,excessive_drinking,0.35496587778550176,0.001,0.09663723014488924,0.067,15,-0.010601140285778854,1.017120927977719,4.869093573836758e-75,0.9809992658192814,1.0532425901361564,-0.008741339601355327,0.803091180404626,-0.07813609420802489,0.06065341500531424
45780,2011,excessive_drinking,0.35496587778550176,0.001,0.09663723014488924,0.067,15,0.12319988012036198,1.017120927977719,4.869093573836758e-75,0.9809992658192814,1.0532425901361564,-0.008741339601355327,0.803091180404626,-0.07813609420802489,0.06065341500531424
45820,2011,excessive_drinking,0.35496587778550176,0.001,0.09663723014488924,0.067,15,-0.2687486655301896,1.017120927977719,4.869093573836758e-75,0.9809992658192814,1.0532425901361564,-0.008741339601355327,0.803091180404626,-0.07813609420802489,0.06065341500531424
